trial_number,state,iterations,learning_rate,depth,l2_leaf_reg,mse,rmse,mae
169,COMPLETE,962,0.05391641896741697,4,0.0005167324910490136,0.09364808888104868,0.3060197524360947,0.21412409869479732
170,COMPLETE,999,0.060007579374429215,4,0.0006726591529154933,0.09419573596033645,0.3069132384898645,0.2150959834092052
171,COMPLETE,908,0.045499889811424714,4,0.00019069607315222082,0.0895845405961061,0.2993067667061774,0.21119197351804833
172,COMPLETE,881,0.04189183011011575,4,0.0002039655032249042,0.09626425682648272,0.31026481725532906,0.21678456094457982
173,COMPLETE,928,0.052384604752774365,4,0.0003797154175356343,0.09335371205120829,0.30553839701616603,0.21308829356808565
174,COMPLETE,951,0.04331678314052386,4,0.00012370315107125183,0.09070722664776178,0.30117640453355865,0.2124974218475679
175,COMPLETE,898,0.055685603042256115,4,4.773844283303664e-05,0.09029312660753534,0.30048814719974454,0.21117183881338872
176,COMPLETE,982,0.04959360181756701,4,0.0008941534057451043,0.09150504991612525,0.302498016383786,0.2133796803906082
177,COMPLETE,1000,0.04517590687708834,4,8.412215615244975e-06,0.09385961473447949,0.30636516566750777,0.2136656036685197
178,COMPLETE,926,0.06453541043396496,4,0.0006963013518057408,0.09310550196619347,0.30513194189758874,0.21233066848539903
179,COMPLETE,946,0.05874589513025975,4,0.0005428784581444538,0.09350825566580055,0.30579119618753015,0.21551522431656345
180,COMPLETE,870,0.050304481170618774,4,0.0011415925163418958,0.08848727967534448,0.2974681153928005,0.21127700765553512
181,COMPLETE,889,0.05162802372960396,4,0.0012045674217357983,0.0957088833823506,0.3093685235804551,0.21758139188472544
182,COMPLETE,915,0.04700079080048585,4,0.0008795140302733951,0.09121265523772353,0.3020143295238216,0.21400336201910075
183,COMPLETE,868,0.03996901127037927,4,0.0002598253614945537,0.0948917238016816,0.30804500288380204,0.21846306030447285
184,COMPLETE,969,0.055755140031143,4,0.0003775815634378011,0.08679795189648283,0.2946149213744661,0.20642194744895478
185,COMPLETE,970,0.05454057000914103,4,0.0003614630639809222,0.09306026075215407,0.3050577990351239,0.212710227920033
